fecha,departamento,codigo_departamento,municipio,codigo_municipio,poblacion,casos
2021/03/26,GUATEMALA,01,GUATEMALA,0101,1205668,171
2021/03/27,GUATEMALA,01,GUATEMALA,0101,1205668,80
2021/03/28,GUATEMALA,01,GUATEMALA,0101,1205668,36
2021/03/29,GUATEMALA,01,GUATEMALA,0101,1205668,86
2021/03/30,GUATEMALA,01,GUATEMALA,0101,1205668,106
2021/03/31,GUATEMALA,01,GUATEMALA,0101,1205668,90
2021/04/01,GUATEMALA,01,GUATEMALA,0101,1205668,24
2021/04/02,GUATEMALA,01,GUATEMALA,0101,1205668,41
2021/04/03,GUATEMALA,01,GUATEMALA,0101,1205668,44
2021/04/04,GUATEMALA,01,GUATEMALA,0101,1205668,25
2021/04/05,GUATEMALA,01,GUATEMALA,0101,1205668,341
2021/04/06,GUATEMALA,01,GUATEMALA,0101,1205668,188
2021/04/07,GUATEMALA,01,GUATEMALA,0101,1205668,232
2021/04/08,GUATEMALA,01,GUATEMALA,0101,1205668,230
2021/04/09,GUATEMALA,01,GUATEMALA,0101,1205668,214
2021/04/10,GUATEMALA,01,GUATEMALA,0101,1205668,66
2021/04/11,GUATEMALA,01,GUATEMALA,0101,1205668,38
2021/04/12,GUATEMALA,01,GUATEMALA,0101,1205668,517
2021/04/13,GUATEMALA,01,GUATEMALA,0101,1205668,358
2021/04/14,GUATEMALA,01,GUATEMALA,0101,1205668,324
2021/04/15,GUATEMALA,01,GUATEMALA,0101,1205668,325
2021/04/16,GUATEMALA,01,GUATEMALA,0101,1205668,281
2021/04/17,GUATEMALA,01,GUATEMALA,0101,1205668,84
2021/04/18,GUATEMALA,01,GUATEMALA,0101,1205668,53
2021/04/19,GUATEMALA,01,GUATEMALA,0101,1205668,265
2021/04/20,GUATEMALA,01,GUATEMALA,0101,1205668,238
2021/04/21,GUATEMALA,01,GUATEMALA,0101,1205668,334
2021/04/22,GUATEMALA,01,GUATEMALA,0101,1205668,299
2021/04/23,GUATEMALA,01,GUATEMALA,0101,1205668,267
2021/04/24,GUATEMALA,01,GUATEMALA,0101,1205668,48
2021/04/25,GUATEMALA,01,GUATEMALA,0101,1205668,42
2021/04/26,GUATEMALA,01,GUATEMALA,0101,1205668,158
2021/04/27,GUATEMALA,01,GUATEMALA,0101,1205668,512
2021/04/28,GUATEMALA,01,GUATEMALA,0101,1205668,307
2021/04/29,GUATEMALA,01,GUATEMALA,0101,1205668,179
2021/04/30,GUATEMALA,01,GUATEMALA,0101,1205668,287
2021/05/01,GUATEMALA,01,GUATEMALA,0101,1205668,21
2021/05/02,GUATEMALA,01,GUATEMALA,0101,1205668,29
2021/05/03,GUATEMALA,01,GUATEMALA,0101,1205668,139
2021/05/04,GUATEMALA,01,GUATEMALA,0101,1205668,305
2021/05/05,GUATEMALA,01,GUATEMALA,0101,1205668,246
2021/05/06,GUATEMALA,01,GUATEMALA,0101,1205668,254
2021/05/07,GUATEMALA,01,GUATEMALA,0101,1205668,293
2021/05/08,GUATEMALA,01,GUATEMALA,0101,1205668,18
2021/05/09,GUATEMALA,01,GUATEMALA,0101,1205668,30
2021/05/10,GUATEMALA,01,GUATEMALA,0101,1205668,273
2021/05/11,GUATEMALA,01,GUATEMALA,0101,1205668,388
2021/05/12,GUATEMALA,01,GUATEMALA,0101,1205668,203
2021/05/13,GUATEMALA,01,GUATEMALA,0101,1205668,416
2021/05/14,GUATEMALA,01,GUATEMALA,0101,1205668,137
2021/05/15,GUATEMALA,01,GUATEMALA,0101,1205668,18
2021/05/16,GUATEMALA,01,GUATEMALA,0101,1205668,31
2021/05/17,GUATEMALA,01,GUATEMALA,0101,1205668,353
2021/05/18,GUATEMALA,01,GUATEMALA,0101,1205668,173
2021/05/19,GUATEMALA,01,GUATEMALA,0101,1205668,345
2021/05/20,GUATEMALA,01,GUATEMALA,0101,1205668,132
2021/05/21,GUATEMALA,01,GUATEMALA,0101,1205668,229
2021/05/22,GUATEMALA,01,GUATEMALA,0101,1205668,146
2021/05/23,GUATEMALA,01,GUATEMALA,0101,1205668,39
2021/05/24,GUATEMALA,01,GUATEMALA,0101,1205668,161
2021/05/25,GUATEMALA,01,GUATEMALA,0101,1205668,501
2021/05/26,GUATEMALA,01,GUATEMALA,0101,1205668,169
2021/05/27,GUATEMALA,01,GUATEMALA,0101,1205668,372
2021/05/28,GUATEMALA,01,GUATEMALA,0101,1205668,129
2021/05/29,GUATEMALA,01,GUATEMALA,0101,1205668,88
2021/05/30,GUATEMALA,01,GUATEMALA,0101,1205668,36
2021/05/31,GUATEMALA,01,GUATEMALA,0101,1205668,348
2021/06/01,GUATEMALA,01,GUATEMALA,0101,1205668,497
2021/06/02,GUATEMALA,01,GUATEMALA,0101,1205668,360
2021/06/03,GUATEMALA,01,GUATEMALA,0101,1205668,322
2021/06/04,GUATEMALA,01,GUATEMALA,0101,1205668,378
2021/06/05,GUATEMALA,01,GUATEMALA,0101,1205668,225
2021/06/06,GUATEMALA,01,GUATEMALA,0101,1205668,97
2021/06/07,GUATEMALA,01,GUATEMALA,0101,1205668,327
2021/06/08,GUATEMALA,01,GUATEMALA,0101,1205668,447
2021/06/09,GUATEMALA,01,GUATEMALA,0101,1205668,476
2021/06/10,GUATEMALA,01,GUATEMALA,0101,1205668,478
2021/06/11,GUATEMALA,01,GUATEMALA,0101,1205668,578
2021/06/12,GUATEMALA,01,GUATEMALA,0101,1205668,175
2021/06/13,GUATEMALA,01,GUATEMALA,0101,1205668,58
2021/06/14,GUATEMALA,01,GUATEMALA,0101,1205668,514
2021/06/15,GUATEMALA,01,GUATEMALA,0101,1205668,330
2021/06/16,GUATEMALA,01,GUATEMALA,0101,1205668,563
2021/06/17,GUATEMALA,01,GUATEMALA,0101,1205668,291
2021/06/18,GUATEMALA,01,GUATEMALA,0101,1205668,403
2021/06/19,GUATEMALA,01,GUATEMALA,0101,1205668,145
2021/06/20,GUATEMALA,01,GUATEMALA,0101,1205668,68
2021/06/21,GUATEMALA,01,GUATEMALA,0101,1205668,368
2021/06/22,GUATEMALA,01,GUATEMALA,0101,1205668,666
2021/06/23,GUATEMALA,01,GUATEMALA,0101,1205668,495
2021/06/24,GUATEMALA,01,GUATEMALA,0101,1205668,663
2021/06/25,GUATEMALA,01,GUATEMALA,0101,1205668,547
2021/06/26,GUATEMALA,01,GUATEMALA,0101,1205668,247
2021/06/27,GUATEMALA,01,GUATEMALA,0101,1205668,85
2021/06/28,GUATEMALA,01,GUATEMALA,0101,1205668,143
2021/06/29,GUATEMALA,01,GUATEMALA,0101,1205668,963
2021/06/30,GUATEMALA,01,GUATEMALA,0101,1205668,884
2021/07/01,GUATEMALA,01,GUATEMALA,0101,1205668,593
2021/07/02,GUATEMALA,01,GUATEMALA,0101,1205668,494
2021/07/03,GUATEMALA,01,GUATEMALA,0101,1205668,209
2021/07/04,GUATEMALA,01,GUATEMALA,0101,1205668,126
2021/07/05,GUATEMALA,01,GUATEMALA,0101,1205668,860
2021/07/06,GUATEMALA,01,GUATEMALA,0101,1205668,850
2021/07/07,GUATEMALA,01,GUATEMALA,0101,1205668,961
2021/07/08,GUATEMALA,01,GUATEMALA,0101,1205668,551
2021/07/09,GUATEMALA,01,GUATEMALA,0101,1205668,825
2021/07/10,GUATEMALA,01,GUATEMALA,0101,1205668,492
2021/07/11,GUATEMALA,01,GUATEMALA,0101,1205668,146
2021/07/12,GUATEMALA,01,GUATEMALA,0101,1205668,985
2021/07/13,GUATEMALA,01,GUATEMALA,0101,1205668,843
2021/07/14,GUATEMALA,01,GUATEMALA,0101,1205668,766
2021/07/15,GUATEMALA,01,GUATEMALA,0101,1205668,887
2021/07/16,GUATEMALA,01,GUATEMALA,0101,1205668,670
2021/07/17,GUATEMALA,01,GUATEMALA,0101,1205668,160
2021/07/18,GUATEMALA,01,GUATEMALA,0101,1205668,124
2021/07/19,GUATEMALA,01,GUATEMALA,0101,1205668,1045
2021/07/20,GUATEMALA,01,GUATEMALA,0101,1205668,1019
2021/07/21,GUATEMALA,01,GUATEMALA,0101,1205668,1001
2021/07/22,GUATEMALA,01,GUATEMALA,0101,1205668,854
2021/07/23,GUATEMALA,01,GUATEMALA,0101,1205668,1045
2021/07/24,GUATEMALA,01,GUATEMALA,0101,1205668,568
2021/07/25,GUATEMALA,01,GUATEMALA,0101,1205668,136
2021/07/26,GUATEMALA,01,GUATEMALA,0101,1205668,505
2021/07/27,GUATEMALA,01,GUATEMALA,0101,1205668,1075
2021/07/28,GUATEMALA,01,GUATEMALA,0101,1205668,901
2021/07/29,GUATEMALA,01,GUATEMALA,0101,1205668,1041
2021/07/30,GUATEMALA,01,GUATEMALA,0101,1205668,623
2021/07/31,GUATEMALA,01,GUATEMALA,0101,1205668,407
2021/08/01,GUATEMALA,01,GUATEMALA,0101,1205668,85
2021/08/02,GUATEMALA,01,GUATEMALA,0101,1205668,687
2021/08/03,GUATEMALA,01,GUATEMALA,0101,1205668,1557
2021/08/04,GUATEMALA,01,GUATEMALA,0101,1205668,994
2021/08/05,GUATEMALA,01,GUATEMALA,0101,1205668,1132
2021/08/06,GUATEMALA,01,GUATEMALA,0101,1205668,1157
2021/08/07,GUATEMALA,01,GUATEMALA,0101,1205668,306
2021/08/08,GUATEMALA,01,GUATEMALA,0101,1205668,104
2021/08/09,GUATEMALA,01,GUATEMALA,0101,1205668,766
2021/08/10,GUATEMALA,01,GUATEMALA,0101,1205668,1408
2021/08/11,GUATEMALA,01,GUATEMALA,0101,1205668,1284
2021/08/12,GUATEMALA,01,GUATEMALA,0101,1205668,1244
2021/08/13,GUATEMALA,01,GUATEMALA,0101,1205668,1158
2021/08/14,GUATEMALA,01,GUATEMALA,0101,1205668,383
2021/08/15,GUATEMALA,01,GUATEMALA,0101,1205668,150
2021/08/16,GUATEMALA,01,GUATEMALA,0101,1205668,796
2021/08/17,GUATEMALA,01,GUATEMALA,0101,1205668,1214
2021/08/18,GUATEMALA,01,GUATEMALA,0101,1205668,1636
2021/08/19,GUATEMALA,01,GUATEMALA,0101,1205668,1579
2021/08/20,GUATEMALA,01,GUATEMALA,0101,1205668,1198
2021/08/21,GUATEMALA,01,GUATEMALA,0101,1205668,345
2021/08/22,GUATEMALA,01,GUATEMALA,0101,1205668,108
2021/08/23,GUATEMALA,01,GUATEMALA,0101,1205668,1361
2021/08/24,GUATEMALA,01,GUATEMALA,0101,1205668,1345
2021/08/25,GUATEMALA,01,GUATEMALA,0101,1205668,1219
2021/08/26,GUATEMALA,01,GUATEMALA,0101,1205668,1307
2021/08/27,GUATEMALA,01,GUATEMALA,0101,1205668,774
2021/08/28,GUATEMALA,01,GUATEMALA,0101,1205668,209
2021/08/29,GUATEMALA,01,GUATEMALA,0101,1205668,88
2021/08/30,GUATEMALA,01,GUATEMALA,0101,1205668,1142
2021/08/31,GUATEMALA,01,GUATEMALA,0101,1205668,1280
2021/09/01,GUATEMALA,01,GUATEMALA,0101,1205668,486
2021/09/02,GUATEMALA,01,GUATEMALA,0101,1205668,1340
2021/09/03,GUATEMALA,01,GUATEMALA,0101,1205668,896
2021/09/04,GUATEMALA,01,GUATEMALA,0101,1205668,235
2021/09/05,GUATEMALA,01,GUATEMALA,0101,1205668,117
2021/09/06,GUATEMALA,01,GUATEMALA,0101,1205668,754
2021/09/07,GUATEMALA,01,GUATEMALA,0101,1205668,1327
2021/09/08,GUATEMALA,01,GUATEMALA,0101,1205668,774
2021/09/09,GUATEMALA,01,GUATEMALA,0101,1205668,855
2021/09/10,GUATEMALA,01,GUATEMALA,0101,1205668,925
2021/09/11,GUATEMALA,01,GUATEMALA,0101,1205668,146
2021/09/12,GUATEMALA,01,GUATEMALA,0101,1205668,76
2021/09/13,GUATEMALA,01,GUATEMALA,0101,1205668,831
2021/09/14,GUATEMALA,01,GUATEMALA,0101,1205668,890
2021/09/15,GUATEMALA,01,GUATEMALA,0101,1205668,132
2021/09/16,GUATEMALA,01,GUATEMALA,0101,1205668,823
2021/09/17,GUATEMALA,01,GUATEMALA,0101,1205668,756
2021/09/18,GUATEMALA,01,GUATEMALA,0101,1205668,116
2021/09/19,GUATEMALA,01,GUATEMALA,0101,1205668,50
2021/09/20,GUATEMALA,01,GUATEMALA,0101,1205668,654
2021/09/21,GUATEMALA,01,GUATEMALA,0101,1205668,729
2021/09/22,GUATEMALA,01,GUATEMALA,0101,1205668,695
2021/09/23,GUATEMALA,01,GUATEMALA,0101,1205668,605
2021/09/24,GUATEMALA,01,GUATEMALA,0101,1205668,407
2021/09/25,GUATEMALA,01,GUATEMALA,0101,1205668,119
2021/09/26,GUATEMALA,01,GUATEMALA,0101,1205668,142
2021/09/27,GUATEMALA,01,GUATEMALA,0101,1205668,514
2021/09/28,GUATEMALA,01,GUATEMALA,0101,1205668,721
2021/09/29,GUATEMALA,01,GUATEMALA,0101,1205668,444
2021/09/30,GUATEMALA,01,GUATEMALA,0101,1205668,491
2021/10/01,GUATEMALA,01,GUATEMALA,0101,1205668,339
2021/10/02,GUATEMALA,01,GUATEMALA,0101,1205668,50
2021/10/03,GUATEMALA,01,GUATEMALA,0101,1205668,24
2021/10/04,GUATEMALA,01,GUATEMALA,0101,1205668,421
2021/10/05,GUATEMALA,01,GUATEMALA,0101,1205668,309
2021/10/06,GUATEMALA,01,GUATEMALA,0101,1205668,299
2021/10/07,GUATEMALA,01,GUATEMALA,0101,1205668,294
2021/10/08,GUATEMALA,01,GUATEMALA,0101,1205668,302
2021/10/09,GUATEMALA,01,GUATEMALA,0101,1205668,75
2021/10/10,GUATEMALA,01,GUATEMALA,0101,1205668,23
2021/10/11,GUATEMALA,01,GUATEMALA,0101,1205668,229
2021/10/12,GUATEMALA,01,GUATEMALA,0101,1205668,213
2021/10/13,GUATEMALA,01,GUATEMALA,0101,1205668,167
2021/10/14,GUATEMALA,01,GUATEMALA,0101,1205668,197
2021/10/15,GUATEMALA,01,GUATEMALA,0101,1205668,213
2021/10/16,GUATEMALA,01,GUATEMALA,0101,1205668,44
2021/10/17,GUATEMALA,01,GUATEMALA,0101,1205668,6
2021/10/18,GUATEMALA,01,GUATEMALA,0101,1205668,228
2021/10/19,GUATEMALA,01,GUATEMALA,0101,1205668,159
2021/10/20,GUATEMALA,01,GUATEMALA,0101,1205668,8
2021/10/21,GUATEMALA,01,GUATEMALA,0101,1205668,203
2021/10/22,GUATEMALA,01,GUATEMALA,0101,1205668,170
2021/10/23,GUATEMALA,01,GUATEMALA,0101,1205668,103
2021/10/24,GUATEMALA,01,GUATEMALA,0101,1205668,7
2021/10/25,GUATEMALA,01,GUATEMALA,0101,1205668,266
2021/10/26,GUATEMALA,01,GUATEMALA,0101,1205668,149
2021/10/27,GUATEMALA,01,GUATEMALA,0101,1205668,155
2021/10/28,GUATEMALA,01,GUATEMALA,0101,1205668,155
2021/10/29,GUATEMALA,01,GUATEMALA,0101,1205668,82
2021/10/30,GUATEMALA,01,GUATEMALA,0101,1205668,22
2021/10/31,GUATEMALA,01,GUATEMALA,0101,1205668,12
2021/11/01,GUATEMALA,01,GUATEMALA,0101,1205668,33
2021/11/02,GUATEMALA,01,GUATEMALA,0101,1205668,91
2021/11/03,GUATEMALA,01,GUATEMALA,0101,1205668,138
2021/11/04,GUATEMALA,01,GUATEMALA,0101,1205668,139
2021/11/05,GUATEMALA,01,GUATEMALA,0101,1205668,92
2021/11/06,GUATEMALA,01,GUATEMALA,0101,1205668,45
2021/11/07,GUATEMALA,01,GUATEMALA,0101,1205668,7
2021/11/08,GUATEMALA,01,GUATEMALA,0101,1205668,104
2021/11/09,GUATEMALA,01,GUATEMALA,0101,1205668,85
2021/11/10,GUATEMALA,01,GUATEMALA,0101,1205668,98
2021/11/11,GUATEMALA,01,GUATEMALA,0101,1205668,62
2021/11/12,GUATEMALA,01,GUATEMALA,0101,1205668,56
2021/11/13,GUATEMALA,01,GUATEMALA,0101,1205668,40
2021/11/14,GUATEMALA,01,GUATEMALA,0101,1205668,7
2021/11/15,GUATEMALA,01,GUATEMALA,0101,1205668,88
2021/11/16,GUATEMALA,01,GUATEMALA,0101,1205668,69
2021/11/17,GUATEMALA,01,GUATEMALA,0101,1205668,91
2021/11/18,GUATEMALA,01,GUATEMALA,0101,1205668,92
2021/11/19,GUATEMALA,01,GUATEMALA,0101,1205668,129
2021/11/20,GUATEMALA,01,GUATEMALA,0101,1205668,12
2021/11/21,GUATEMALA,01,GUATEMALA,0101,1205668,2
2021/11/22,GUATEMALA,01,GUATEMALA,0101,1205668,141
2021/11/23,GUATEMALA,01,GUATEMALA,0101,1205668,120
2021/11/24,GUATEMALA,01,GUATEMALA,0101,1205668,55
2021/11/25,GUATEMALA,01,GUATEMALA,0101,1205668,76
2021/11/26,GUATEMALA,01,GUATEMALA,0101,1205668,45
2021/11/27,GUATEMALA,01,GUATEMALA,0101,1205668,14
2021/11/28,GUATEMALA,01,GUATEMALA,0101,1205668,0
2021/11/29,GUATEMALA,01,GUATEMALA,0101,1205668,51
2021/11/30,GUATEMALA,01,GUATEMALA,0101,1205668,185
2021/12/01,GUATEMALA,01,GUATEMALA,0101,1205668,118
2021/12/02,GUATEMALA,01,GUATEMALA,0101,1205668,148
2021/12/03,GUATEMALA,01,GUATEMALA,0101,1205668,239
2021/12/04,GUATEMALA,01,GUATEMALA,0101,1205668,283
2021/12/05,GUATEMALA,01,GUATEMALA,0101,1205668,2
2021/12/06,GUATEMALA,01,GUATEMALA,0101,1205668,282
2021/12/07,GUATEMALA,01,GUATEMALA,0101,1205668,207
2021/12/08,GUATEMALA,01,GUATEMALA,0101,1205668,289
2021/12/09,GUATEMALA,01,GUATEMALA,0101,1205668,242
2021/12/10,GUATEMALA,01,GUATEMALA,0101,1205668,22
2021/12/11,GUATEMALA,01,GUATEMALA,0101,1205668,12
2021/12/12,GUATEMALA,01,GUATEMALA,0101,1205668,1
2021/12/13,GUATEMALA,01,GUATEMALA,0101,1205668,42
2021/12/14,GUATEMALA,01,GUATEMALA,0101,1205668,58
2021/12/15,GUATEMALA,01,GUATEMALA,0101,1205668,52
2021/12/16,GUATEMALA,01,GUATEMALA,0101,1205668,38
2021/12/17,GUATEMALA,01,GUATEMALA,0101,1205668,49
2021/12/18,GUATEMALA,01,GUATEMALA,0101,1205668,12
2021/12/19,GUATEMALA,01,GUATEMALA,0101,1205668,12
2021/12/20,GUATEMALA,01,GUATEMALA,0101,1205668,94
2021/12/21,GUATEMALA,01,GUATEMALA,0101,1205668,127
2021/12/22,GUATEMALA,01,GUATEMALA,0101,1205668,140
2021/12/23,GUATEMALA,01,GUATEMALA,0101,1205668,92
2021/12/24,GUATEMALA,01,GUATEMALA,0101,1205668,59
2021/12/25,GUATEMALA,01,GUATEMALA,0101,1205668,8
2021/12/26,GUATEMALA,01,GUATEMALA,0101,1205668,43
2021/12/27,GUATEMALA,01,GUATEMALA,0101,1205668,304
2021/12/28,GUATEMALA,01,GUATEMALA,0101,1205668,430
2021/12/29,GUATEMALA,01,GUATEMALA,0101,1205668,415
2021/12/30,GUATEMALA,01,GUATEMALA,0101,1205668,458
2021/12/31,GUATEMALA,01,GUATEMALA,0101,1205668,97
2022/01/01,GUATEMALA,01,GUATEMALA,0101,1205668,26
2022/01/02,GUATEMALA,01,GUATEMALA,0101,1205668,35
2020/02/13,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/14,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/15,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/16,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/17,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/18,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/19,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/20,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/21,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/22,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/23,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/24,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/25,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/26,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/27,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/28,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/02/29,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/01,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/02,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/03,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/04,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/05,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/06,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/07,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/08,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/09,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/10,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/11,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/12,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/13,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/14,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/15,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/16,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/17,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/03/18,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/19,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/20,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/21,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/22,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/23,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/24,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/25,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/26,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/27,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/28,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/29,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/30,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/03/31,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/01,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/02,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/03,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/04,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/05,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/06,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/07,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/08,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/09,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/10,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/11,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/12,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/13,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/14,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/15,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/16,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/17,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/18,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/19,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/20,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/21,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/22,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/23,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/24,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/25,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/26,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/27,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/04/28,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/29,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/04/30,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/05/01,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/02,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/03,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/04,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/05,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/06,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/07,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/05/08,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/09,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/10,GUATEMALA,01,VILLA CANALES,0116,165026,2
2020/05/11,GUATEMALA,01,VILLA CANALES,0116,165026,2
2020/05/12,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/13,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/05/14,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/15,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/05/16,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/05/17,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/05/18,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/05/19,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/05/20,GUATEMALA,01,VILLA CANALES,0116,165026,4
2020/05/21,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/05/22,GUATEMALA,01,VILLA CANALES,0116,165026,11
2020/05/23,GUATEMALA,01,VILLA CANALES,0116,165026,2
2020/05/24,GUATEMALA,01,VILLA CANALES,0116,165026,10
2020/05/25,GUATEMALA,01,VILLA CANALES,0116,165026,5
2020/05/26,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/05/27,GUATEMALA,01,VILLA CANALES,0116,165026,7
2020/05/28,GUATEMALA,01,VILLA CANALES,0116,165026,7
2020/05/29,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/05/30,GUATEMALA,01,VILLA CANALES,0116,165026,8
2020/05/31,GUATEMALA,01,VILLA CANALES,0116,165026,2
2020/06/01,GUATEMALA,01,VILLA CANALES,0116,165026,5
2020/06/02,GUATEMALA,01,VILLA CANALES,0116,165026,4
2020/06/03,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/06/04,GUATEMALA,01,VILLA CANALES,0116,165026,4
2020/06/05,GUATEMALA,01,VILLA CANALES,0116,165026,3
2020/06/06,GUATEMALA,01,VILLA CANALES,0116,165026,5
2020/06/07,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/06/08,GUATEMALA,01,VILLA CANALES,0116,165026,1
2020/06/09,GUATEMALA,01,VILLA CANALES,0116,165026,5
2020/06/10,GUATEMALA,01,VILLA CANALES,0116,165026,8
2020/06/11,GUATEMALA,01,VILLA CANALES,0116,165026,6
2020/06/12,GUATEMALA,01,VILLA CANALES,0116,165026,9
2020/06/13,GUATEMALA,01,VILLA CANALES,0116,165026,0
2020/06/14,GUATEMALA,01,VILLA CANALES,0116,165026,7
2020/06/15,GUATEMALA,01,VILLA CANALES,0116,165026,8
2020/06/16,GUATEMALA,01,VILLA CANALES,0116,165026,15
2020/06/17,GUATEMALA,01,VILLA CANALES,0116,165026,6
